PROCESS	PATTERN	QUERY	FILTERED_SENTENCE
fertilization	the purpose of <process name> is to *	the purpose of fertilization is to *	The purpose of fertilization is to provide nutrients (minerals) to the grass roots.
fertilization	the purpose of <process name> is to *	the purpose of fertilization is to *	The purpose of fertilization is to feed soil microorganisms, enrich the soil and supply essential nutrients, which supports the growth and development of plants.
fertilization	<process name> occurs due to * of *	fertilization occurs due to * of *	May 12, 2013 ... Nitrogen fertilization occurs due to the deposition of nitrous oxides in air pollution, and research on interior sage scrub has shown marked...
fertilization	<process name> helps to *	fertilization helps to *	Fertilization helps to green your turf as quickly as possible in the spring.
fertilization	<process name> helps to *	fertilization helps to *	Regular fertilization helps to maintain good lawns.
fertilization	<process name> helps to *	fertilization helps to *	Increases the quality and quantity of natural food for fish; Organic manure helps to improve the soil structure; Fertilization helps to prevent predation by birds and...
fertilization	<process name> helps to *	fertilization helps to *	Deep root fertilization helps to stimulate...
fertilization	<process name> helps to *	fertilization helps to *	Extensive university studies confirm that chloride fertilization helps to suppress many soil borne and plant tissue diseases on crops such as wheat, barley, corn,...
fertilization	<process name> is caused by *	fertilization is caused by *	These results indicate that the initial spike-like Ca2+ increase at newt fertilization is caused by the sperm tryptic protease at the binding of the sperm on the egg...
fertilization	<process name> is caused by *	fertilization is caused by *	after ovule fertilization is caused by some unidenti- fied processes.
fertilization	<process name> is caused by *	fertilization is caused by *	Mar 9, 2004 ... (2002) studied whether the increase in cytoplasmic calcium level induced during fertilization is caused by the sperm fusion event or by a factor...
fertilization	<process name> is caused by *	fertilization is caused by *	Apr 4, 2008 ... HrUrabin antibody on fertilization is caused by blocking the interaction between HrUrabin and HrVC70.
fertilization	<process name> is caused by *	fertilization is caused by *	calcium level induced during fertilization is caused by the sperm fusion event or by a factor present in the sperm cytoplasm.
fertilization	<process name> is caused by *	fertilization is caused by *	teinaceous VE to FE at fertilization is caused by interaction of the VE with components from the cortical granules and jelly layer Jl .
fertilization	<process name> is caused by *	fertilization is caused by *	If some apparent self-fertilization is caused by biparental inbreeding, then ss will be lower for M than C plants.
fertilization	<process name> is caused by *	fertilization is caused by *	The failed fertilization is caused by abnormal gametes either oocyte or sperm (Bedford et al., 1993).
fertilization	<process name> is caused by *	fertilization is caused by *	This underestimation of CO2 fertilization is caused by an inherent model structural deficiency related to lack of explicit representation of CO2...
fertilization	<process name> is caused by *	fertilization is caused by *	myosin isoforms after fertilization is caused by the translation of maternal mRNA of tropomyosin isoforms as in many other proteins such as histone (Litton &.
fertilization	<process name> is caused by *	fertilization is caused by *	More important, high intensity of fertilization is caused by the traditional improper agrotechnical extension services.
fertilization	<process name> is caused by *	fertilization is caused by *	To verify whether the promoted fertilization is caused by the effect of GH on cumulus expansion or oocyte maturation, cumulus cells were removed from the...
fertilization	<process name> is caused by *	fertilization is caused by *	Recent research showed that the decrease of exchangeable Ca and Mg with P fertilization is caused by their replacement by H+ ions and leaching to sites lower...
fertilization	<process name> is caused by *	fertilization is caused by *	May 12, 2010 ... the block to fertilization is caused by structural defects in these cells.
